Published,Weekday(Monday==0),Updated,ID,Version,Title
2024-07-15T17:59:57Z,29,2024-07-15T17:59:57Z,2407.10973,1,'Make-An-Agent: A Generalizable Policy Network Generator with  Behavior-Prompted Diffusion'
2024-07-15T17:59:55Z,29,2024-07-15T17:59:55Z,2407.10972,1,'VGBench: Evaluating Large Language Models on Vector Graphics  Understanding and Generation'
2024-07-15T17:59:52Z,29,2024-07-15T17:59:52Z,2407.10971,1,'Walking the Values in Bayesian Inverse Reinforcement Learning'
2024-07-15T17:59:29Z,29,2024-07-15T17:59:29Z,2407.10969,1,'Q-Sparse: All Large Language Models can be Fully Sparsely-Activated'
2024-07-15T17:59:23Z,29,2024-07-15T17:59:23Z,2407.10967,1,'BECAUSE: Bilinear Causal Representation for Generalizable Offline  Model-based Reinforcement Learning'
2024-07-15T17:58:42Z,29,2024-07-15T17:58:42Z,2407.10964,1,"'No Train, all Gain: Self-Supervised Gradients Improve Deep Frozen  Representations'"
2024-07-15T17:55:42Z,29,2024-07-15T17:55:42Z,2407.10960,1,'Fast Matrix Multiplications for Lookup Table-Quantized LLMs'
2024-07-15T17:55:36Z,29,2024-07-15T17:55:36Z,2407.10959,1,'A unified theory and statistical learning approach for traffic conflict  detection'
2024-07-15T17:55:09Z,29,2024-07-15T17:55:09Z,2407.10958,1,'InVi: Object Insertion In Videos Using Off-the-Shelf Diffusion Models'
2024-07-15T17:54:45Z,29,2024-07-15T17:54:45Z,2407.10957,1,'Ref-AVS: Refer and Segment Objects in Audio-Visual Scenes'
2024-07-15T13:58:24Z,29,2024-07-15T13:58:24Z,2407.10730,1,'ConvBench: A Comprehensive Benchmark for 2D Convolution Primitive  Evaluation'
2024-07-15T13:51:37Z,29,2024-07-15T13:51:37Z,2407.10725,1,'CLAVE: An Adaptive Framework for Evaluating Values of LLM Generated  Responses'
2024-07-15T13:49:31Z,29,2024-07-15T13:49:31Z,2407.10723,1,'Anticipating Future Object Compositions without Forgetting'
2024-07-15T13:47:55Z,29,2024-07-15T13:47:55Z,2407.10722,1,'Mitigating Data Imbalance for Software Vulnerability Assessment: Does  Data Augmentation Help?'
2024-07-15T13:45:40Z,29,2024-07-16T14:16:53Z,2407.10718,2,'Sibyl: Simple yet Effective Agent Framework for Complex Real-world  Reasoning'
2024-07-15T13:33:30Z,29,2024-07-15T13:33:30Z,2407.10714,1,'SEMINAR: Search Enhanced Multi-modal Interest Network and Approximate  Retrieval for Lifelong Sequential Recommendation'
2024-07-15T13:26:58Z,29,2024-07-15T13:26:58Z,2407.10709,1,'Detecting Omissions in Geographic Maps through Computer Vision'
2024-07-15T13:25:07Z,29,2024-07-15T13:25:07Z,2407.10707,1,'Interactive Rendering of Relightable and Animatable Gaussian Avatars'
2024-07-15T13:19:56Z,29,2024-07-15T13:19:56Z,2407.10704,1,'Quantized Prompt for Efficient Generalization of Vision-Language Models'
2024-07-15T13:18:37Z,29,2024-07-15T13:18:37Z,2407.10703,1,'Towards Robust Event-based Networks for Nighttime via Unpaired  Day-to-Night Event Translation'
2024-07-15T13:17:48Z,29,2024-07-15T13:17:48Z,2407.10702,1,'Geometric Analysis of Unconstrained Feature Models with $d=K$'
