Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-07-20,30,10.64898/2026.07.17.739022,1,"scientific communication and education","Who Funds Open Data Sharing? Analysis of data availability statements in biomedical publications","Lawrimore, J.; Li, C.; Moraczewski, D.; Poline, J.-B.; Thomas, A.","Open data sharing is increasingly mandated by research funders, journals, and institutions, yet large-scale compliance measurement remains challenging. We analyzed 951,949 open access biomedical research articles published between January 2024 and June 2025 using a dual-source pipeline: PDF-based text extraction (MinerU) where PDFs were available and PMC XML otherwise, followed by algorithmic detection of data sharing statements (oddpub v7.2.3), enriched with funder, journal, and institutional metadata from OpenAlex. The corpus included 294,172 PDF-covered articles (30.9%) and 657,777 XML-only articles (69.1%). We found an over-all open data rate of 8.7%, rising to 11.7% among funder-linked articles (those with at least one funder identified in the metadata). Rates varied more than tenfold across the research ecosystem: leading major funders reached observed open data rates of 20-24%, while top journals reached observed rates of 70-86%, with corrected estimates as high as 92.9% (Nature Genetics) after adjusting for XML-only coverage limitations. PDF-based detection identified approximately 52% more data sharing statements than XML-based methods on the same articles. These observed rates differ markedly across funders and journals, and current overall sharing remains far below universal compliance. These patterns provide an empirical baseline against which future policy changes can be measured. An interactive dashboard at https://www.opensciencemetrics.org enables stakeholders to explore and benchmark these results."
2026-07-20,30,10.64898/2026.07.15.738584,1,"scientific communication and education","Uptake and Implementation of Multiverse-style Analyses Across 613 Studies","Nepomuceno, A.; Ghosal, A.; Sandoval Lentisco, A.; Ioannidis, J. P. A.","Empirical conclusions can depend on the many individual choices researchers make when analyzing data. Multiverse-style analyses address this by computing results across a set of specifications rather than a single one, but it is unclear how widely they are being used and how they are being implemented. We searched the Web of Science Core Collection (May 2026) for articles citing six foundational papers on different variants of multiverse-style methods and classified each of the citing articles as implementing such methods or only discussing them. For implementations, we recorded the framework used, the number of specifications, which of four decision nodes (measurement, data processing, modeling, and estimation) were varied, and other aspects such as how results were visualized and interpreted. Of the 1545 classifiable articles, 613 (39.7%) implemented a multiverse-style analysis (primarily multiverse n = 336, specification curve n = 175, vibration of effects n = 20, multimodel n = 59, and multi-analyst/many-analyst n = 23). Uptake spanned many disciplines, most often psychology (39.8%), the social sciences (20.7%), and medicine (19.2%). The number of specifications ranged from fewer than ten to more than ten thousand (median = 144, IQR 24-1248). Modeling (75%) and data-processing (62%) choices were included most often. Interpretation was predominantly descriptive, whereas formal inference (10.5%), preregistration (8.6%), and explicit attention to the defensibility of specifications (3.9%) were uncommon. Multiverse-style analyses are increasingly becoming established across the quantitative sciences, but some implementation practices can be strengthened so that these analyses become more fully transparent and more genuinely informative about the robustness of research findings."
