Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-07-30,31,10.64898/2026.07.29.741583,1,"scientific communication and education","Teaching adipose tissue as an organ system: addressing weight bias and enhancing anatomical understanding through AdipoAtlas","Hermsmeyer, I. D. K.; Sonneville, K. R.; Patterson, A. M. S.; Sherwood, R. M.; Orlikoff, E. R.; MacDougald, O. A.; Orczykowski, M. E.","Adipose tissue (body fat) is increasingly recognized as a dynamic organ system essential to human health, with distinct depots that serve specialized biological functions. However, this understanding is not reflected in traditional human anatomy curricula, where adipose tissue is typically introduced only as connective tissue and treated in dissection as an obstacle to be removed rather than a structure worthy of study. Anatomy dissection courses have been identified as a source of negative weight bias in medical students, with students reporting disgust toward adipose tissue and frustration with its removal to visualize course-required anatomical structures. Here, we hypothesize that reframing adipose tissue as a functional organ system within anatomy curricula may improve students' understanding of human anatomy and mitigate these negative perceptions. To test this, we created a human adipose atlas (AdipoAtlas) by identifying and photographing macroscopic adipose depots in an anatomical donor and organizing these images into an anatomical reference with evidence-based functional descriptions. The atlas was integrated into a human anatomy dissection course, followed by a survey assessing students' perceptions of adipose tissue and attitudes related to weight bias, with a concurrent non-dissection anatomy course serving as a control. Students in the adipose-inclusive course reported more positive perceptions and improved understanding of adipose tissue as a multifunctional organ system, while responses related to weight-based discrimination and broader attitudes toward body size were similar between groups. These results support our hypothesis that integrating adipose tissue into anatomy education improves anatomical understanding and may reduce negative weight-related perceptions."
