Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-05-18,21,10.64898/2026.05.13.723692,1,"scientific communication and education","Validation of video engagement assessments using electrodermal activity","Flo, E. E.","Engagement is widely recognised as central to learning and academic achievement. Electrodermal activity (EDA) has emerged as an objective physiological indicator of engagement, as it measures sympathetic nervous system activation. However, the high cost of wearable EDA sensors has limited its widespread application. This study answers the call for affordable, high-temporal-resolution engagement measures by validating a video-based quantitative assessment method. Researchers collected 75 minutes of synchronised EDA and video data from 12 upper secondary students (aged 17-18) during regular instruction. Novel software was developed to analyse student movement and sound level for academically relevant content. The OpenPose AI model for pose estimation was also applied. This approach produced six distinct movement variables: two AI-based and four non-AI-based. Six linear models using varying movement variables and sound level were tested to predict tonic EDA levels. All models effectively predicted EDA levels, with non-AI-based movement metrics outperforming AI-based alternatives. The four non-AI-based movement models showed similar performance, indicating that compressed versions reduced computational time without sacrificing predictive power. These findings validate a novel, objective method for comparing engagement across learning activities on short timescales. This method is particularly useful for collaborative learning environments and enables controlling for movement and sound in quantitative classroom analyses."
2026-05-22,21,10.64898/2026.05.05.722947,2,"scientific communication and education","With great power comes great responsibility: how scientific supervisors shape the wellbeing of early-career researchers","Simon Martinez de Goni, X.; Marin-Pena, A. J.; Corrochano-Monsalve, M.; Bozal-Leorri, A.","Scientific supervision is central to the experience of early-career researchers (ECRs), yet its role in shaping wellbeing and retention remains underexamined from the ECR perspective. We analyzed 2,604 anonymous survey responses from predoctoral, postdoctoral and former researchers across 65 countries. Overall, 76% of respondents reported that their supervisors attitude had a moderate or severe impact on mental health. Although most entered academia for vocational reasons, negative experiences with supervisors were among the most frequently reported reasons for leaving among former researchers (48%), comparable to job insecurity and financial instability. Harm was most often associated with poor communication, disregard for wellbeing, micromanagement and competitiveness. In contrast, ECRs valued supportive rather than boss-like supervision, regular communication, realistic expectations and respect for personal time. These findings identify supervisory behavior as a major and modifiable determinant or ECRs wellbeing and retention, and highlight the need for stronger institutional accountability, mentor training and funding incentives that recognize mentorship as a core component of research culture."
