Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-06-12,24,10.64898/2026.06.11.26355446,1,"medical education","Retrospective on Maternal Mortality: Birth Preparedness Among Women At Antenatal Care Clinics in Makeni City, Sierra Leone","Gary, L. P.; Matturie, T. I.; Jimmy, A. I.; Conteh, T. M.; Thullah, A. R.; Umoh, M. P.; Esliker, R.","Birth preparedness is a critical strategy aimed at promoting safe childbirth by encouraging pregnant women and their families to create thoughtful birth plans and prepare for potential complications. This approach ensures timely access to skilled maternity and health care services, which are essential for reducing maternal mortality. This study assessed the factors influencing birth preparedness among pregnant women attending Antenatal Care Clinics at the Regional Referral Hospital in Makeni City, Sierra Leone. A probability sampling method was used to select 112 pregnant women, and data were collected during 2023 with a structured questionnaire, using the Matturie Birth Preparedness Scale, as uniquely designed and prepared for this study. The collected data were analyzed using STATA software (version 14.0). Our findings revealed significant gaps in birth preparedness: 83.0% of respondents were unaware of their expected delivery date, 79.5 % did not register for antenatal care in their first trimester, and 72.3% had not chosen a delivery location. A striking 92.9% had not identified a potential blood donor. Knowledge gaps were evident, with 62.5% lacking childbirth knowledge and 55.4% unaware of pregnancy complications. Overall, only 17.86%(= 0) of respondents were genuinely prepared for childbirth. Our study highlights a significant lack of birth preparedness among pregnant women in Makeni City, Sierra Leone, with low awareness of critical factors such as expected delivery dates, danger signs, and prenatal emergency planning."
