Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-08-24,35,10.64898/2026.07.27.26358999,2,"medical education","Benchmarking sex and gender incorporation into health and medical research, policy and education in Victoria prior to 2026: a mixed-methods study","Haupt, S.; Parkiet, T.; Mirza, I.; Webster, K.; Waise, M.; Wainer, Z.; Kwan, K.; Billiards, S.; Graham, B.; Tannenbaum, C.; Huxley, R.; Lamon, S.","ObjectiveTo investigate and establish a baseline for sex and gender considerations in policy, research and curricula across the state of Victoria.  Design and settingVictoria was selected as a case study for Australia, using a mixed-methods approach to examine health and medical university curricula, research organisation policies and research funding between 2020-2025 prior to mandated inclusion.  Main outcome measuresPrimary outcomes include identification of predefined sex- and gender-related terms in university curricula descriptors and funded grant descriptions; and questionnaire responses from university course coordinators and organisational leads.  ResultsData mining across nine Victorian universities (318 courses/3383 units) identified [~]93% of units and [~]60% of healthcare courses lacked sex and gender terms in their descriptors. Among medical research organisations operating in Victoria, including peak bodies, research institutes, hospitals and universities, [~]70% (18/26) of the survey responders reported having no sex and gender policy. Rates of sex- and gender-term inclusion in research grants allocated in Victoria (3388) and Australia-wide (8974) validated Victoria as a case study for Australia for National Health and Medical Research Council (9.5%/8.9% respectively), Medical Research Future Funds (11%/10.2%), and Australian Research Council (4.8%/4.1%). One in nine Victorian awards from five government initiatives and one in ten from 12 non-government agencies included sex- and gender-term related terms in their guidelines.  ConclusionsThese baseline metrics indicate that sex and gender are still not widely considered in the education and research ecosystems. These findings support the need to build inclusive research policy at a national and state level, and accreditation standards across university education."
2026-08-25,35,10.64898/2026.08.21.26361043,1,"medical education","Bridging microbiology and public health through simulation-based learning","Krupinsky, K. C.; Kirschner, D.","Within our synchronous, online global health-focused upper-level microbiology course, we find that students struggle to translate learning to real-world applications. For examples, consider the recent measles outbreaks and major events such as the COVID-19 pandemic, which prompt many questions about how basic microbiological information is used by public health professionals. To address these points, we created a simulation-based curriculum that places students in an action role during an infectious disease outbreak. Our stand-alone curriculum walks through a historical measles outbreak that introduces outbreak investigation, community communication, and how these depend on microbiological knowledge. By using breakout groups, students have an opportunity to decide classifications, public messaging, and intervention metrics. We provide students with an outbreak investigation reference worksheet and interweave breakout rooms with didactic vignettes covering background information while revealing actual responses to outbreaks in conjunction with data obtained by responding scientists. Students synthesize material and apply it in real-time - allowing them to exercise critical thinking while bolstering relevance of microbiology and public health to popular media."
2026-08-26,35,10.64898/2026.08.23.26361151,1,"medical education","Python-Streamlit web application to enhance evidence-based medicine education for first year medical students","Patchigolla, V.; Jhand, A. S.; Lee, H. J.; Benjamins, L. J.","Evidence-based medicine (EBM) concepts are difficult for medical students to grasp. We developed a Python-Streamlit web application providing interactive visualizations to enhance EBM education. Preliminary use with first year medical students demonstrated high engagement and improved conceptual understanding, supporting the feasibility of integrating interactive, web-based tools into EBM curricula."
