Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-08-20,34,10.1101/2025.05.13.25327518,2,"medical education","From Lectures to Learning Outcomes: Meaningful Integration of AI-Generated Content in Pre-Clerkship Medical Training","Khurana, J.; Zaki, H. A.; Pavlick, E.; Turbitt, J.; McGee, H.; Gupta, S.; Pushpa Datla, S. S.; Eldeeb, S.; Mather, T. S.; Warrier, S.; Ou, J.","BackgroundLarge Language Models (LLMs) can efficiently synthesize educational content, yet few studies have evaluated standardized, LLM-powered curricular interventions and their effects on medical student learning.  MethodsIn this single-institution study, lecture-specific summaries and Anki flashcards for the pre-clerkship curriculum were generated using LLMs optimized through a structured, content-agnostic prompt engineering process. Outputs were evaluated using standardized human grading for (1) hallucinations, (2) coverage of faculty-defined learning objectives, and (3) flashcard information density. The highest-performing configurations produced materials deployed across two 3-week blocks (genetics and pharmacology). Impact was assessed using block exam performance and a post-intervention survey in a resource-rich environment with existing faculty-created, commercial, and student-curated materials. Because AI use was self-selected, we compared baseline performance on the three preceding block exams and tested for a catch-up effect using difference-in-differences and analysis of covariance (ANCOVA).  ResultsOptimized prompts yielded zero hallucinations in summaries and 1 per 21 flashcards (4.8%), with 100% mean coverage of faculty-defined learning objectives. Exam performance did not differ significantly between summary users and non-users in either the genetics (p = 0.76) or pharmacology (p = 0.35) block, and between-group differences fell within a prespecified equivalence margin in adequately powered comparisons. Flashcard use was likewise not associated with significant score differences (genetics p = 0.86; pharmacology p = 0.05), while AI-flashcard users had lower baseline performance than non-users (Cohens d = -0.36 to -0.59). Most users reported time savings with AI flashcards (74%) and summaries (61%) and rated them more time-saving than the platforms default GPT summary (91%); greater use correlated with higher perceived utility for faculty notes and student flashcards (r{superscript 2} = 0.55, 0.79).  ConclusionsPre-clerkship students who used AI-generated content showed no significant difference in exam outcomes, with differences within a prespecified equivalence margin in adequately powered comparisons, while reporting time savings and usefulness; baseline data suggest these users began with lower prior performance and caught up, though small subgroups (e.g., pharmacology flashcards, n=14), regression-to-the-mean effect, and near-universal genetics-summary exposure (92 of 98) limit inference. AI-generated content may offer an efficiency for programs producing materials and an opt-in study option within a well-resourced curriculum. Future work will examine less structured settings, such as clinical and surgical education."
2026-08-19,34,10.64898/2026.08.13.26360321,1,"medical education","From Prompt to Patient: Cost-Effective Simulation Tool for Medical Education in Low-Resource Settings - Evidence from Mozambique","Impito, P. F.","Medical education in resource-limited settings faces significant challenges in providing diverse clinical exposure and fostering essential skills such as clinical reasoning, communication, and empathy. Due to the inability to afford immersive technologies such as virtual reality (VR) and Augmented Reality (AR), constrained by financial, infrastructural, and structural barriers, interactive simulation videos (ISV) constitute an innovative, cost-effective educational tool that can bridge the gap between theoretical knowledge and practical clinical experience, while enhancing student engagement and learning outcomes. This study aimed to assess the educational value and user experience of ISV as a supplementary tool in teaching medical semiology among medical students in Mozambique. A quantitative, descriptive, cross-sectional study was conducted among 4th-year medical students at Alberto Chipande University. Descriptive and inferential statistical analyses were performed, including a one-sample t-test to compare responses against a value. A total of 93 students participated in the study. The ISV was highly rated for realism (77.4%), relevance to training (74%), and usefulness of feedback (78.5%). Most students reported increased confidence in patient care (81.7) and found the digital patient credible and engaging (74.2). Overall mean scores across all domains were significantly higher than the neutral benchmark (p<0.05), indicating a positive perception of the tool. Students also expressed a strong willingness to recommend its integration into medical curricula. In conclusion, ISV represents a valuable and feasible pedagogical approach in medical education, particularly in low-resource settings. They enhance clinical reasoning, engagement, and confidence while providing scalable, standardized learning experiences. ISV holds strong potential as a complementary tool to bridge gaps in traditional medical training and improve educational equity."
