Date,ISOWeek,DOI,Version,Category,Title,Authors,Abstract
2026-07-07,28,10.1101/2023.11.03.23298036,2,"medical education","Educational Impact of a Research and Mentoring Symposium Emphasizing Formative Feedback for Medical Students and Early Career Doctors in Africa","Nowbuth, A. A.; Muwowo, M.; Makashinyi, M.; Kumwenda, A.; Mwanamwampula, S. J.; Kaluba, T.; Mazimba, S.; Bloom, S. M.; Asombang, A. W.","Research training is a core component of medical education, but many African medical schools lack resources to support student research, impeding global health progress. Conferences offer alternate venues to learn about research, network, and receive scientific feedback, but conference access for African trainees is limited. We hypothesized that a research and mentorship symposium for African medical trainees could promote research knowledge and interest among attendees.  MethodsWe co-organized a symposium attended by medical students and early career doctors from African institutions in-person (Lusaka, Zambia) and virtually. The program featured trainee abstract presentations, keynote lectures, and networking. Abstracts received written reviews and judges provided live formative feedback on presentations. Participants completed a post-symposium survey on demographics, institutional research support, and benefits of symposium participation.  ResultsRespondents included 87 trainees from 7 African countries, including 28 presenters from 11 schools. Most had never attended or presented at a conference, interacted with peers in a research forum, or received formal research training. The majority reported key unmet needs in research training and resources at their institutions. Trainees praised the symposiums judging format and said attendance inspired them, increased their interest in research, improved quality of their projects, and motivated them to initiate new studies.  InterpretationA volunteer-organized research and mentorship symposium emphasizing formative feedback enhanced research knowledge and interest among African medical trainees, many of whom had limited access to institutional research training and support. Such initiatives can inspire and nurture new generations of African scientists to advance global health.  FundingNone"
